id,label,timeset,weight<total_link_strength>,score<citations>,score<pub._year>,weight<links>,weight<citations>,cluster,description,url
64,jeon (2016),,257,0,2016,82,0,4,"<table><tr><td>Authors:</td><td>jeon, s; jo, dh; jung, h; kim, sh</td></tr><tr><td>Title:</td><td>effect of amine structure on co2 adsorption of modified poly(ethyleneimine)-impregnated mesostructured silica sorbents</td></tr><tr><td>Source:</td><td>bulletin of the chemical society of japan, 89(12), 1462-1469</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1246/bcsj.20160286
65,firn (2016),,50,6,2016,46,6,1,"<table><tr><td>Authors:</td><td>firn, j; herbohn, j; mukul, sa</td></tr><tr><td>Title:</td><td>co-benefits of biodiversity and carbon sequestration from regenerating secondary forests in the philippine uplands: implications for forest landscape restoration</td></tr><tr><td>Source:</td><td>biotropica, 48(6), 882-889</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1111/btp.12389
66,chang (2016),,132,0,2016,108,0,1,"<table><tr><td>Authors:</td><td>chang, yp; li, l; li, xf; luo, qh; qiao, xw; xu, zl; xu, zy</td></tr><tr><td>Title:</td><td>carbon sequestration potential of cropland reforestation on the northern slope of the tianshan mountains</td></tr><tr><td>Source:</td><td>canadian journal of soil science, 96(4), 461-471</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1139/cjss-2015-0122
67,kahiluoto (2016),,295,0,2016,211,0,2,"<table><tr><td>Authors:</td><td>kahiluoto, h; ketoja, e; rimhanen, k; yli-halla, m</td></tr><tr><td>Title:</td><td>ethiopian agriculture has greater potential for carbon sequestration than previously estimated</td></tr><tr><td>Source:</td><td>global change biology, 22(11), 3739-3749</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1111/gcb.13288
68,sheng (2016),,254,3,2016,100,3,6,"<table><tr><td>Authors:</td><td>sheng, yq; zhan, y; zhu, lz</td></tr><tr><td>Title:</td><td>reduced carbon sequestration potential of biochar in acidic soil</td></tr><tr><td>Source:</td><td>science of the total environment, 572, 129-137</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2016.07.140
69,li (2016),,193,0,2016,137,0,1,"<table><tr><td>Authors:</td><td>li, jh; wang, h; wang, sj</td></tr><tr><td>Title:</td><td>does tree species composition affect soil co2 emission and soil organic carbon storage in plantations?</td></tr><tr><td>Source:</td><td>trees-structure and function, 30(6), 2071-2080</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s00468-016-1434-1
70,buck (2016),,147,2,2016,83,2,3,"<table><tr><td>Authors:</td><td>buck, hj</td></tr><tr><td>Title:</td><td>rapid scale-up of negative emissions technologies: social barriers and social implications</td></tr><tr><td>Source:</td><td>climatic change, 139(2), 155-167</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s10584-016-1770-6
71,bremer (2016),,418,2,2016,259,2,1,"<table><tr><td>Authors:</td><td>bremer, ll; chadwick, oa; farley, ka; harden, cp</td></tr><tr><td>Title:</td><td>changes in carbon storage with land management promoted by payment for ecosystem services</td></tr><tr><td>Source:</td><td>environmental conservation, 43(4), 397-406</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1017/s0376892916000199
72,donges (2016),,224,1,2016,167,1,3,"<table><tr><td>Authors:</td><td>donges, jf; heck, v; lucht, w</td></tr><tr><td>Title:</td><td>collateral transgression of planetary boundaries due to climate engineering by terrestrial carbon dioxide removal</td></tr><tr><td>Source:</td><td>earth system dynamics, 7(4), 783-796</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.5194/esd-7-783-2016
73,baumert (2016),,468,4,2016,295,4,2,"<table><tr><td>Authors:</td><td>baumert, s; khamzina, a; vlek, plg</td></tr><tr><td>Title:</td><td>soil organic carbon sequestration in jatropha curcas systems in burkina faso</td></tr><tr><td>Source:</td><td>land degradation & development, 27(8), 1813-1819</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1002/ldr.2310
74,johannessen (2016),,39,2,2016,35,2,1,"<table><tr><td>Authors:</td><td>johannessen, sc; macdonald, rw</td></tr><tr><td>Title:</td><td>geoengineering with seagrasses: is credit due where credit is given?</td></tr><tr><td>Source:</td><td>environmental research letters, 11(11)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/11/11/113001
75,chowdhury (2017),,410,0,2017,94,0,4,"<table><tr><td>Authors:</td><td>chowdhury, fa; fujiki, j; yamada, h; yogo, k</td></tr><tr><td>Title:</td><td>highly efficient post-combustion co2 capture by low-temperature steam-aided vacuum swing adsorption using a novel polyamine-based solid sorbent</td></tr><tr><td>Source:</td><td>chemical engineering journal, 307, 273-282</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2016.08.071
76,arrouays (2016),,679,1,2016,372,1,2,"<table><tr><td>Authors:</td><td>arrouays, d; de baets, s; meersmans, j; page, c; quine, ta; van rompaey, ajj</td></tr><tr><td>Title:</td><td>future c loss in mid-latitude mineral soils: climate change exceeds land use mitigation potential in france</td></tr><tr><td>Source:</td><td>scientific reports, 6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/srep35798
77,boot-handford (2016),,39,1,2016,26,1,3,"<table><tr><td>Authors:</td><td>boot-handford, me; fennell, ps; florin, n</td></tr><tr><td>Title:</td><td>investigations into the effects of volatile biomass tar on the performance of fe-based clc oxygen carrier materials</td></tr><tr><td>Source:</td><td>environmental research letters, 11(11)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/11/11/115001
78,chen (2016),,267,1,2016,96,1,4,"<table><tr><td>Authors:</td><td>chen, yp; feng, dw; li, h; verdegaal, w; wang, kc; zhou, hc</td></tr><tr><td>Title:</td><td>incorporation of alkylamine into metal-organic frameworks through a bronsted acid-base reaction for co2 capture</td></tr><tr><td>Source:</td><td>chemsuschem, 9(19), 2832-2840</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1002/cssc.201600768
79,liu (2016),,929,1,2016,133,1,4,"<table><tr><td>Authors:</td><td>liu, q; mishra, p; sayari, a</td></tr><tr><td>Title:</td><td>enhanced adsorption efficiency through materials design for direct air capture over supported polyethylenimine</td></tr><tr><td>Source:</td><td>chemsuschem, 9(19), 2796-2803</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1002/cssc.201600834
80,yan (2016),,4,0,2016,4,0,3,"<table><tr><td>Authors:</td><td>yan, m; ye, j; zeng, gm</td></tr><tr><td>Title:</td><td>application of electrodeionization process for bioproduct recovery and co2 capture and storage</td></tr><tr><td>Source:</td><td>current organic chemistry, 20(26), 2790-2798</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.2174/1385272820666160513153326
81,achterberg (2016),,316,4,2016,212,4,3,"<table><tr><td>Authors:</td><td>achterberg, ep; amano, t; ardron, j; blackstock, jj; born, w; foster, pn; gattuso, jp; hawkins, sj; hendy, e; irvine, pj; kissling, wd; lluch-cota, se; mccormack, cg; murphy, ej; ostle, n; owens, njp; perry, ri; portner, ho; scholes, rj; schurr, fm; schweiger, o; settele, j; smith, rk; smith, s; sutherland, wj; thompson, j; tittensor, dp; van kleunen, m; vivian, c; vohland, k; warren, r; watkinson, ar; widdicombe, s; williamson, p; woods, e</td></tr><tr><td>Title:</td><td>key impacts of climate engineering on biodiversity and ecosystems, with priorities for future research</td></tr><tr><td>Source:</td><td>journal of integrative environmental sciences, 13(2-4), 103-128</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1080/1943815x.2016.1159578
82,czaun (2016),,230,4,2016,119,4,4,"<table><tr><td>Authors:</td><td>czaun, m; goeppert, a; kothandaraman, j; olah, ga; prakash, gks</td></tr><tr><td>Title:</td><td>co2 capture by amines in aqueous media and its subsequent conversion to formate with reusable ruthenium and iron catalysts</td></tr><tr><td>Source:</td><td>green chemistry, 18(21), 5831-5838</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1039/c6gc01165a
83,cui (2016),,589,4,2016,152,4,4,"<table><tr><td>Authors:</td><td>cui, s; jiang, gd; kong, y; shen, xd; wu, y</td></tr><tr><td>Title:</td><td>amine hybrid aerogel for high-efficiency co2 capture: effect of amine loading and co2 concentration</td></tr><tr><td>Source:</td><td>chemical engineering journal, 306, 362-368</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.cej.2016.07.092
85,huck (2016),,258,2,2016,107,2,4,"<table><tr><td>Authors:</td><td>huck, jm; joos, l; smit, b; van speybroeck, v</td></tr><tr><td>Title:</td><td>cutting the cost of carbon capture: a case for carbon capture and utilization</td></tr><tr><td>Source:</td><td>faraday discussions, 192, 391-414</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1039/c6fd00031b
86,fajardy (2016),,85,3,2016,72,3,3,"<table><tr><td>Authors:</td><td>fajardy, m; mac dowell, n</td></tr><tr><td>Title:</td><td>on the potential for beccs efficiency improvement through heat recovery from both post-combustion and oxy-combustion facilities</td></tr><tr><td>Source:</td><td>faraday discussions, 192, 241-250</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1039/c6fd00051g
87,li (2016),,181,0,2016,110,0,6,"<table><tr><td>Authors:</td><td>li, jr; meng, zj; olshevski, s; ravi, s; sharratt, bs; zhang, jg</td></tr><tr><td>Title:</td><td>particulate matter emissions from biochar-amended soils as a potential tradeoff to the negative emission potential</td></tr><tr><td>Source:</td><td>scientific reports, 6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/srep35984
88,aller (2016),,936,0,2016,127,0,6,"<table><tr><td>Authors:</td><td>aller, mf</td></tr><tr><td>Title:</td><td>biochar properties: transport, fate, and impact</td></tr><tr><td>Source:</td><td>critical reviews in environmental science and technology, 46(14-15), 1183-1296</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1080/10643389.2016.1212368
89,lee (2016),,388,2,2016,185,2,6,"<table><tr><td>Authors:</td><td>lee, dr; lehmann, j; woolf, d</td></tr><tr><td>Title:</td><td>optimal bioenergy power generation for climate change mitigation with or without carbon sequestration</td></tr><tr><td>Source:</td><td>nature communications, 7</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/ncomms13160
90,abad (2016),,45,3,2016,28,3,3,"<table><tr><td>Authors:</td><td>abad, a; adanez, j; adanez-rubio, i; de diego, lf; garcia-labiano, f; gayan, p; mendiara, t</td></tr><tr><td>Title:</td><td>process comparison for biomass combustion: insitu gasification-chemical looping combustion (ig-clc) versus chemical looping with oxygen uncoupling (clou)</td></tr><tr><td>Source:</td><td>energy technology, 4(10), 1130-1136</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1002/ente.201500458
91,bai (2016),,376,1,2016,236,1,1,"<table><tr><td>Authors:</td><td>bai, zk; niu, sy; wang, hq; wang, yz; yuan, y; zhao, zq</td></tr><tr><td>Title:</td><td>reclamation patterns vary carbon sequestration by trees and soils in an opencast coal mine, china</td></tr><tr><td>Source:</td><td>catena, 147, 404-410</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.catena.2016.07.039
92,chen (2016),,389,1,2016,192,1,1,"<table><tr><td>Authors:</td><td>chen, lf; du, j; he, zb; li, j; yang, jj; zhu, x</td></tr><tr><td>Title:</td><td>impacts of afforestation on plant diversity, soil properties, and soil organic carbon storage in a semi-arid grassland of northwestern china</td></tr><tr><td>Source:</td><td>catena, 147, 300-307</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.catena.2016.07.009
93,didas (2016),,2192,30,2016,252,30,4,"<table><tr><td>Authors:</td><td>didas, sa; jones, cw; murdock, cr; sanz-perez, es</td></tr><tr><td>Title:</td><td>direct capture of co2 from ambient air</td></tr><tr><td>Source:</td><td>chemical reviews, 116(19), 11840-11876</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1021/acs.chemrev.6b00173
94,he (2016),,76,3,2016,59,3,1,"<table><tr><td>Authors:</td><td>he, xy; lv, hl; wang, wj; xiao, l; zhang, b; zhou, w</td></tr><tr><td>Title:</td><td>quantifying tree and soil carbon stocks in a temperate urban forest in northeast china</td></tr><tr><td>Source:</td><td>forests, 7(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.3390/f7090200
95,canadell (2016),,124,2,2016,68,2,3,"<table><tr><td>Authors:</td><td>canadell, jg; ciais, p; cowie, a; davis, sj; friedlingstein, p; gasser, t; jackson, rb; jonas, m; jones, cd; kriegler, e; littleton, e; lowe, ja; milne, j; peters, gp; rogelj, j; shrestha, g; smith, p; torvanger, a; van vuuren, dp; wiltshire, a</td></tr><tr><td>Title:</td><td>simulating the earth system response to negative emissions</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/11/9/095012
96,cheng (2016),,9,0,2016,9,0,1,"<table><tr><td>Authors:</td><td>cheng, fy; dong, yh; liu, sl; yin, yj; zhang, yq</td></tr><tr><td>Title:</td><td>variation of soil organic carbon and land use in a dry valley in sichuan province, southwestern china</td></tr><tr><td>Source:</td><td>ecological engineering, 95, 501-504</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2016.06.101
97,peng (2016),,673,2,2016,304,2,1,"<table><tr><td>Authors:</td><td>peng, ch; shi, sw; wang, m; xi, tt; yang, g; yang, yz; zhang, tl; zhu, qa</td></tr><tr><td>Title:</td><td>a global meta-analysis of changes in soil carbon, nitrogen, phosphorus and sulfur, and stoichiometric shifts after forestation</td></tr><tr><td>Source:</td><td>plant and soil, 407(1-2), 323-340</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s11104-016-2889-y
98,boudouresque (2016),,17,3,2016,15,3,1,"<table><tr><td>Authors:</td><td>boudouresque, cf; pergent, g; pergent-martini, c; ruitton, s; thibaut, t; verlaque, m</td></tr><tr><td>Title:</td><td>the necromass of the posidonia oceanica seagrass meadow: fate, role, ecosystem services and vulnerability</td></tr><tr><td>Source:</td><td>hydrobiologia, 781(1), 25-42</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1007/s10750-015-2333-y
99,fealy (2016),,1,0,2016,1,0,2,"<table><tr><td>Authors:</td><td>fealy, r; gutzler, c; o'sullivan, l; schulte, rpo; valujeva, k</td></tr><tr><td>Title:</td><td>the challenge of managing soil functions at multiple scales: an optimisation study of the synergistic and antagonistic trade-offs between soil functions in ireland</td></tr><tr><td>Source:</td><td>land use policy, 58, 335-347</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2016.07.028
100,darunte (2016),,710,6,2016,134,6,4,"<table><tr><td>Authors:</td><td>darunte, la; jones, cw; oetomo, ad; sholl, ds; walton, ks</td></tr><tr><td>Title:</td><td>direct air capture of co2 using amine functionalized mil-101(cr)</td></tr><tr><td>Source:</td><td>acs sustainable chemistry & engineering, 4(10), 5761-5768</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1021/acssuschemeng.6b01692
101,dinsdale (2016),,1,1,2016,1,1,5,"<table><tr><td>Authors:</td><td>dinsdale, r; guwy, a; jones, rj; massanet-nicolau, j; mulder, mjj; premier, g</td></tr><tr><td>Title:</td><td>maximising biohydrogen yields via continuous electrochemical hydrogen removal and carbon dioxide scrubbing</td></tr><tr><td>Source:</td><td>bioresource technology, 218, 512-517</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.biortech.2016.06.115
102,choi (2016),,643,2,2016,122,2,4,"<table><tr><td>Authors:</td><td>choi, m; choi, w; jeon, j; kim, c; ko, ys; min, k; park, yk; seo, h</td></tr><tr><td>Title:</td><td>epoxide-functionalization of polyethyleneimine for synthesis of stable carbon dioxide adsorbent in temperature swing adsorption</td></tr><tr><td>Source:</td><td>nature communications, 7</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1038/ncomms12640
103,cui (2016),,80,1,2016,65,1,4,"<table><tr><td>Authors:</td><td>cui, fh; liang, y; pan, ym; su, sx; wang, hs; xu, yl</td></tr><tr><td>Title:</td><td>capture of co2 in air for 4,5-disubstituted furan-2(5h)-ones</td></tr><tr><td>Source:</td><td>organic chemistry frontiers, 3(10), 1304-1308</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1039/c6qo00328a
104,chen (2016),,256,16,2016,88,16,4,"<table><tr><td>Authors:</td><td>chen, xm; chen, xw; ji, hb; liao, pq; liu, sy; li, xy; rui, zb; tang, mn; xu, yt; zhang, jp</td></tr><tr><td>Title:</td><td>putting an ultrahigh concentration of amine groups into a metal-organic framework for co2 capture at low pressures</td></tr><tr><td>Source:</td><td>chemical science, 7(10), 6528-6533</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1039/c6sc00836d
105,ju (2016),,140,1,2016,80,1,1,"<table><tr><td>Authors:</td><td>ju, wm; liu, yb; xiao, jf; xu, k; zhao, yt; zhou, yl</td></tr><tr><td>Title:</td><td>recent trends in vegetation greenness in china significantly altered annual evapotranspiration and water yield</td></tr><tr><td>Source:</td><td>environmental research letters, 11(9)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/11/9/094010
